site,battery_power,site_power,solar_power,date
7da0acb7,-2.33,-515.9,1564.36,2021-07-02 23:51:46+00:00
c18b6195,0.0,246.96,10.01,2021-07-02 23:51:47+00:00
20abb173,1262.17,4.13,-0.75,2021-07-02 23:51:47+00:00
f34b386a,-7.83,7863.9,-12.68,2021-07-02 23:51:47+00:00
f7f9ac09,8.0,3744.35,329.32,2021-07-02 23:51:48+00:00
5fc96249,2406.0,2.48,1185.2,2021-07-02 23:51:48+00:00
82c74b9e,-577.33,-17.06,1174.32,2021-07-02 23:51:49+00:00
b255f7ad,0.0,,,2021-07-02 23:51:49+00:00
61bff705,0.0,,,2021-07-02 23:51:49+00:00
619fd2b9,2048.33,,,2021-07-02 23:51:50+00:00
260f359a,8.33,579.48,17.79,2021-07-02 23:51:50+00:00
4faff963,1.5,-909.87,1784.19,2021-07-02 23:51:51+00:00
499a251d,1863.0,,,2021-07-02 23:51:51+00:00
dfc6fdf5,-10.0,-3687.37,4064.13,2021-07-02 23:51:51+00:00
64e1616f,-7.33,-61.81,660.06,2021-07-02 23:51:52+00:00
93c8a2c1,-1.33,643.07,2.5,2021-07-02 23:51:52+00:00
eec02ec5,3659.0,-0.54,-2.04,2021-07-02 23:51:53+00:00
90791ae9,,,,2021-07-02 23:51:53+00:00
49b6c0dd,0.0,-1920.77,-3077.3,2021-07-02 23:51:53+00:00
d0926969,,-16.62,663.83,2021-07-02 23:51:54+00:00
7435e9d3,-2025.0,-7.33,2567.36,2021-07-02 23:51:54+00:00
134a3fa6,602.5,-2790.91,2802.56,2021-07-02 23:52:55+00:00
8d9fed87,1812.5,-1276.25,1285.33,2021-07-02 23:52:55+00:00
5688ed10,0.0,614.03,6.5,2021-07-02 23:52:56+00:00
2b33a48d,,,,2021-07-02 23:52:56+00:00
07333ad0,9.5,927.4,-5.48,2021-07-02 23:52:57+00:00
38c8ae33,-10.0,-2011.21,2744.21,2021-07-02 23:52:57+00:00
adc42b19,-9.0,-740.41,1987.47,2021-07-02 23:52:57+00:00
e9ba8cec,0.0,669.48,119.86,2021-07-02 23:52:58+00:00
e12c2148,-0.33,530.8,-1.37,2021-07-02 23:52:58+00:00
4b78aae6,859.67,-7.11,0.23,2021-07-02 23:52:59+00:00
e724ca65,5009.33,-883.34,6905.09,2021-07-02 23:52:59+00:00
135433c1,0.0,658.42,10.57,2021-07-02 23:52:59+00:00
90606897,-1180.0,13.04,1419.18,2021-07-02 23:53:00+00:00
02ebf5c7,0.0,-132.63,729.24,2021-07-02 23:53:00+00:00
c8eb2d3d,2168.5,-4.55,-3.54,2021-07-02 23:53:01+00:00
2b98cbdd,-10.0,,,2021-07-02 23:53:01+00:00
39146e59,,1503.3,1.43,2021-07-02 23:53:01+00:00
55af2f9b,2707.0,-8.91,3194.52,2021-07-02 23:53:02+00:00
28731623,0.5,-4124.73,5477.72,2021-07-02 23:53:03+00:00
3193e230,-28.67,8053.9,1762.13,2021-07-02 23:53:04+00:00
e6bcf7cf,1555.33,-2669.29,2674.83,2021-07-02 23:53:04+00:00
7da0acb7,9.17,-456.23,1497.28,2021-07-02 23:53:05+00:00
c18b6195,-9.17,243.62,10.25,2021-07-02 23:53:05+00:00
20abb173,1252.5,9.9,-0.65,2021-07-02 23:53:05+00:00
f34b386a,0.0,8025.6,-12.74,2021-07-02 23:53:06+00:00
f7f9ac09,-9.0,3749.28,299.93,2021-07-02 23:53:06+00:00
5fc96249,2487.0,-2.76,1095.11,2021-07-02 23:53:07+00:00
82c74b9e,-575.33,-10.21,1150.29,2021-07-02 23:53:07+00:00
b255f7ad,-8.83,,,2021-07-02 23:53:07+00:00
61bff705,0.0,,,2021-07-02 23:53:08+00:00
619fd2b9,2578.67,,,2021-07-02 23:53:08+00:00
260f359a,0.0,572.42,17.91,2021-07-02 23:53:09+00:00
4faff963,-7.0,-831.92,1728.21,2021-07-02 23:53:09+00:00
499a251d,1950.0,,,2021-07-02 23:53:09+00:00
dfc6fdf5,-8.33,-3685.78,4036.8,2021-07-02 23:53:10+00:00
64e1616f,-8.33,-30.03,652.95,2021-07-02 23:53:10+00:00
93c8a2c1,0.0,640.95,2.79,2021-07-02 23:53:11+00:00
eec02ec5,3981.33,-0.31,-2.34,2021-07-02 23:53:11+00:00
90791ae9,,,,2021-07-02 23:53:11+00:00
49b6c0dd,-2.0,-1953.6,-3050.0,2021-07-02 23:53:12+00:00
d0926969,,591.84,585.95,2021-07-02 23:53:12+00:00
7435e9d3,1693.83,3.53,2547.63,2021-07-02 23:53:13+00:00
134a3fa6,600.0,-2809.08,2794.37,2021-07-02 23:54:14+00:00
8d9fed87,1783.0,-1241.5,1232.53,2021-07-02 23:54:14+00:00
5688ed10,0.0,606.21,6.22,2021-07-02 23:54:14+00:00
2b33a48d,,,,2021-07-02 23:54:15+00:00
07333ad0,12.5,929.09,-5.63,2021-07-02 23:54:15+00:00
38c8ae33,-14.67,-2069.44,2703.54,2021-07-02 23:54:16+00:00
adc42b19,-7.33,-653.11,1916.24,2021-07-02 23:54:16+00:00
e9ba8cec,-7.33,690.41,98.45,2021-07-02 23:54:16+00:00
e12c2148,-2.83,572.12,-1.26,2021-07-02 23:54:17+00:00
4b78aae6,834.33,-0.33,-0.01,2021-07-02 23:54:17+00:00
e724ca65,4996.0,-862.89,6870.75,2021-07-02 23:54:18+00:00
135433c1,0.0,647.83,10.22,2021-07-02 23:54:18+00:00
90606897,-1147.0,5.4,1387.11,2021-07-02 23:54:18+00:00
02ebf5c7,-3.67,-161.09,757.19,2021-07-02 23:54:19+00:00
c8eb2d3d,1991.33,2.64,-2.77,2021-07-02 23:54:19+00:00
2b98cbdd,-6.67,,,2021-07-02 23:54:20+00:00
39146e59,,2110.58,1.98,2021-07-02 23:54:20+00:00
55af2f9b,2600.0,-21.13,3150.77,2021-07-02 23:54:20+00:00
28731623,3.0,-411.35,5425.27,2021-07-02 23:54:21+00:00
3193e230,-10.0,8366.0,1721.72,2021-07-02 23:54:21+00:00
e6bcf7cf,1597.0,-2623.61,2617.23,2021-07-02 23:54:22+00:00
7da0acb7,0.0,-397.42,1441.78,2021-07-02 23:54:22+00:00
c18b6195,3.67,243.99,10.28,2021-07-02 23:54:22+00:00
20abb173,1287.67,9.15,-0.51,2021-07-02 23:54:23+00:00
f34b386a,0.0,8253.53,-12.98,2021-07-02 23:54:23+00:00
f7f9ac09,-4.0,3793.68,261.25,2021-07-02 23:54:24+00:00
5fc96249,2496.0,-1.82,1061.26,2021-07-02 23:54:24+00:00
82c74b9e,-510.83,-36.59,1131.38,2021-07-02 23:54:25+00:00
b255f7ad,0.0,,,2021-07-02 23:54:25+00:00
61bff705,0.0,,,2021-07-02 23:54:25+00:00
619fd2b9,2219.0,,,2021-07-02 23:54:26+00:00
260f359a,4.33,619.89,17.67,2021-07-02 23:54:26+00:00
4faff963,14.5,-846.42,1707.61,2021-07-02 23:54:27+00:00
499a251d,1968.0,,,2021-07-02 23:54:27+00:00
dfc6fdf5,4.67,-3669.13,4003.61,2021-07-02 23:54:28+00:00
64e1616f,4.67,-37.24,647.06,2021-07-02 23:54:28+00:00
93c8a2c1,-4.67,630.57,2.23,2021-07-02 23:54:28+00:00
eec02ec5,3753.83,-1.13,-2.66,2021-07-02 23:54:29+00:00
90791ae9,,,,2021-07-02 23:54:29+00:00
49b6c0dd,-10.0,-1946.5,-3046.0,2021-07-02 23:54:30+00:00
d0926969,,,,2021-07-02 23:54:30+00:00
7435e9d3,1770.0,-10.81,2523.58,2021-07-02 23:54:30+00:00
134a3fa6,610.33,-2806.41,2783.74,2021-07-02 23:55:31+00:00
8d9fed87,1776.0,-1196.87,1198.4,2021-07-02 23:55:32+00:00
5688ed10,0.0,600.06,6.19,2021-07-02 23:55:32+00:00
2b33a48d,,,,2021-07-02 23:55:33+00:00
07333ad0,3.5,929.71,-5.96,2021-07-02 23:55:33+00:00
38c8ae33,-5.67,-2010.88,2670.71,2021-07-02 23:55:34+00:00
adc42b19,0.0,-600.07,1806.51,2021-07-02 23:55:34+00:00
e9ba8cec,-5.67,704.22,89.6,2021-07-02 23:55:34+00:00
e12c2148,-4.17,573.15,-1.4,2021-07-02 23:55:35+00:00
4b78aae6,831.67,11.82,0.34,2021-07-02 23:55:35+00:00
e724ca65,5004.0,-844.07,6837.71,2021-07-02 23:55:36+00:00
135433c1,0.0,649.47,10.26,2021-07-02 23:55:36+00:00
90606897,-1122.0,19.1,1351.63,2021-07-02 23:55:36+00:00
02ebf5c7,-2.33,-170.59,765.62,2021-07-02 23:55:37+00:00
c8eb2d3d,2509.17,4.02,-2.23,2021-07-02 23:55:37+00:00
2b98cbdd,0.0,,,2021-07-02 23:55:38+00:00
39146e59,,3271.66,2.12,2021-07-02 23:55:38+00:00
55af2f9b,2610.67,0.76,3099.98,2021-07-02 23:55:38+00:00
28731623,-3.5,-212.72,5372.76,2021-07-02 23:55:39+00:00
3193e230,3.0,8421.31,1680.62,2021-07-02 23:55:39+00:00
e6bcf7cf,1546.67,-2566.83,2552.56,2021-07-02 23:55:40+00:00
7da0acb7,-6.67,-426.62,1403.21,2021-07-02 23:55:40+00:00
c18b6195,3.17,247.61,10.02,2021-07-02 23:55:41+00:00
20abb173,1293.17,0.81,-0.58,2021-07-02 23:55:41+00:00
f34b386a,0.0,7913.36,-12.85,2021-07-02 23:55:41+00:00
f7f9ac09,-10.0,3520.55,220.07,2021-07-02 23:55:42+00:00
5fc96249,2451.0,2.58,1021.47,2021-07-02 23:55:42+00:00
82c74b9e,-534.5,-13.78,1111.01,2021-07-02 23:55:43+00:00
b255f7ad,0.0,,,2021-07-02 23:55:43+00:00
61bff705,-7.33,,,2021-07-02 23:55:44+00:00
619fd2b9,1908.0,,,2021-07-02 23:55:44+00:00
260f359a,10.0,624.94,17.61,2021-07-02 23:55:45+00:00
4faff963,-10.67,-796.17,1675.52,2021-07-02 23:55:46+00:00
499a251d,1997.67,,,2021-07-02 23:55:46+00:00
dfc6fdf5,10.0,-3509.19,3989.1,2021-07-02 23:55:47+00:00
64e1616f,10.0,-36.67,640.42,2021-07-02 23:55:47+00:00
93c8a2c1,-1.83,537.62,2.27,2021-07-02 23:55:49+00:00
eec02ec5,3956.67,-0.83,-2.95,2021-07-02 23:55:50+00:00
90791ae9,,,,2021-07-02 23:55:51+00:00
49b6c0dd,-10.0,-1937.1,-3033.5,2021-07-02 23:55:51+00:00
d0926969,4971.33,,,2021-07-02 23:55:52+00:00
7435e9d3,1820.67,-11.08,2480.79,2021-07-02 23:55:52+00:00
134a3fa6,645.33,-508.37,513.79,2021-07-03 01:21:16+00:00
8d9fed87,1312.33,-45.15,40.87,2021-07-03 01:21:17+00:00
5688ed10,0.0,471.89,6.48,2021-07-03 01:21:17+00:00
2b33a48d,,,,2021-07-03 01:21:17+00:00
07333ad0,1.0,438.29,-5.32,2021-07-03 01:21:18+00:00
38c8ae33,1733.0,8.67,267.19,2021-07-03 01:21:18+00:00
adc42b19,-16.83,406.97,46.38,2021-07-03 01:21:19+00:00
e9ba8cec,-3.17,911.65,-3.3,2021-07-03 01:21:19+00:00
e12c2148,0.0,606.5,-1.23,2021-07-03 01:21:20+00:00
4b78aae6,916.67,5.18,0.11,2021-07-03 01:21:20+00:00
e724ca65,-3.33,-45.34,-245.65,2021-07-03 01:21:20+00:00
135433c1,0.0,1604.83,10.09,2021-07-03 01:21:21+00:00
90606897,380.0,19.74,-24.45,2021-07-03 01:21:21+00:00
02ebf5c7,456.33,0.59,-3.66,2021-07-03 01:21:22+00:00
c8eb2d3d,2888.0,-12.32,-2.77,2021-07-03 01:21:22+00:00
2b98cbdd,-6.33,,,2021-07-03 01:21:22+00:00
39146e59,,2415.22,2.42,2021-07-03 01:21:23+00:00
55af2f9b,1603.17,16.97,53.04,2021-07-03 01:21:23+00:00
28731623,4672.0,27.54,179.22,2021-07-03 01:21:24+00:00
3193e230,0.0,11845.94,0.21,2021-07-03 01:21:24+00:00
e6bcf7cf,1462.0,-81.12,86.03,2021-07-03 01:21:24+00:00
7da0acb7,-4.17,8087.32,92.2,2021-07-03 01:21:25+00:00
c18b6195,1.67,119.94,10.18,2021-07-03 01:21:25+00:00
20abb173,1157.33,7.28,-0.5,2021-07-03 01:21:26+00:00
f34b386a,0.0,7719.46,-12.94,2021-07-03 01:21:26+00:00
f7f9ac09,5.5,688.71,2.96,2021-07-03 01:21:27+00:00
5fc96249,4.5,4005.42,4.49,2021-07-03 01:21:27+00:00
82c74b9e,650.0,26.56,-23.22,2021-07-03 01:21:27+00:00
b255f7ad,-5.33,,,2021-07-03 01:21:28+00:00
61bff705,-10.0,,,2021-07-03 01:21:28+00:00
619fd2b9,2375.67,,,2021-07-03 01:21:29+00:00
260f359a,-5.17,553.86,18.11,2021-07-03 01:21:29+00:00
4faff963,1947.17,6.76,-8.13,2021-07-03 01:21:29+00:00
499a251d,0.0,,,2021-07-03 01:21:30+00:00
dfc6fdf5,-5.0,240.33,131.0,2021-07-03 01:21:30+00:00
64e1616f,10.33,647.05,35.84,2021-07-03 01:21:31+00:00
93c8a2c1,4.83,312.53,2.73,2021-07-03 01:21:31+00:00
eec02ec5,4461.33,0.9,-1.7,2021-07-03 01:21:32+00:00
90791ae9,,,,2021-07-03 01:21:32+00:00
49b6c0dd,-0.67,431.4,-661.6,2021-07-03 01:21:32+00:00
d0926969,-4.5,,,2021-07-03 01:21:33+00:00
7435e9d3,777.0,3.58,78.24,2021-07-03 01:21:33+00:00
134a3fa6,648.67,-489.85,486.27,2021-07-03 01:22:34+00:00
8d9fed87,510.83,-29.0,35.67,2021-07-03 01:22:35+00:00
5688ed10,0.0,1180.77,6.51,2021-07-03 01:22:35+00:00
2b33a48d,,,,2021-07-03 01:22:35+00:00
07333ad0,4.0,428.55,-5.32,2021-07-03 01:22:36+00:00
38c8ae33,1968.0,153.96,231.81,2021-07-03 01:22:36+00:00
adc42b19,2.33,323.51,64.77,2021-07-03 01:22:37+00:00
e9ba8cec,-3.83,913.11,-3.16,2021-07-03 01:22:37+00:00
e12c2148,0.0,612.25,-1.11,2021-07-03 01:22:38+00:00
4b78aae6,941.67,13.76,0.67,2021-07-03 01:22:38+00:00
e724ca65,2.67,-41.51,-249.41,2021-07-03 01:22:38+00:00
135433c1,0.0,1503.77,10.03,2021-07-03 01:22:39+00:00
90606897,380.0,23.51,-25.37,2021-07-03 01:22:39+00:00
02ebf5c7,456.67,4.22,-3.44,2021-07-03 01:22:40+00:00
c8eb2d3d,2856.67,-3.17,-2.98,2021-07-03 01:22:40+00:00
2b98cbdd,6.67,,,2021-07-03 01:22:40+00:00
39146e59,,1886.04,1.78,2021-07-03 01:22:41+00:00
55af2f9b,1587.33,-18.71,55.45,2021-07-03 01:22:41+00:00
28731623,4680.0,12.16,166.43,2021-07-03 01:22:42+00:00
3193e230,7.0,12747.22,1.05,2021-07-03 01:22:42+00:00
e6bcf7cf,1508.67,-58.71,62.1,2021-07-03 01:22:43+00:00
7da0acb7,-2.83,5891.44,89.15,2021-07-03 01:22:43+00:00
c18b6195,-2.67,119.19,10.31,2021-07-03 01:22:44+00:00
20abb173,1172.67,-0.94,-0.37,2021-07-03 01:22:44+00:00
f34b386a,-7.5,7268.91,-12.81,2021-07-03 01:22:45+00:00
f7f9ac09,0.0,687.49,2.84,2021-07-03 01:22:45+00:00
5fc96249,10.0,4067.92,4.38,2021-07-03 01:22:45+00:00
82c74b9e,726.67,106.53,-23.77,2021-07-03 01:22:46+00:00
b255f7ad,-7.67,,,2021-07-03 01:22:46+00:00
61bff705,-2.17,,,2021-07-03 01:22:47+00:00
619fd2b9,2200.0,,,2021-07-03 01:22:47+00:00
260f359a,0.0,603.08,17.85,2021-07-03 01:22:47+00:00
4faff963,982.0,9.89,-9.75,2021-07-03 01:22:48+00:00
499a251d,-10.0,,,2021-07-03 01:22:48+00:00
dfc6fdf5,8.17,241.03,127.84,2021-07-03 01:22:49+00:00
64e1616f,3.67,639.28,34.64,2021-07-03 01:22:49+00:00
93c8a2c1,0.0,312.67,2.93,2021-07-03 01:22:50+00:00
eec02ec5,4061.67,0.27,1.04,2021-07-03 01:22:50+00:00
90791ae9,,,,2021-07-03 01:22:50+00:00
49b6c0dd,-1.5,491.55,-575.7,2021-07-03 01:22:51+00:00
d0926969,0.0,,,2021-07-03 01:22:51+00:00
7435e9d3,390.0,-0.78,70.42,2021-07-03 01:22:52+00:00
134a3fa6,640.0,-440.26,428.75,2021-07-03 01:23:53+00:00
8d9fed87,457.67,-27.83,32.23,2021-07-03 01:23:53+00:00
5688ed10,-9.0,1689.51,6.4,2021-07-03 01:23:54+00:00
2b33a48d,,,,2021-07-03 01:23:54+00:00
07333ad0,10.83,426.84,-5.13,2021-07-03 01:23:55+00:00
38c8ae33,1845.0,31.1,158.24,2021-07-03 01:23:55+00:00
adc42b19,-8.67,263.16,76.39,2021-07-03 01:23:56+00:00
e9ba8cec,-9.33,905.78,-3.22,2021-07-03 01:23:56+00:00
e12c2148,0.0,616.59,-1.17,2021-07-03 01:23:56+00:00
4b78aae6,903.0,9.39,-0.09,2021-07-03 01:23:57+00:00
e724ca65,0.5,-31.74,-261.01,2021-07-03 01:23:57+00:00
135433c1,-9.67,1440.77,9.95,2021-07-03 01:23:58+00:00
90606897,370.33,29.24,-24.58,2021-07-03 01:23:58+00:00
02ebf5c7,499.33,6.52,-3.02,2021-07-03 01:23:59+00:00
c8eb2d3d,2250.33,-3.68,-3.21,2021-07-03 01:23:59+00:00
2b98cbdd,-9.67,,,2021-07-03 01:23:59+00:00
39146e59,,1621.29,3.0,2021-07-03 01:24:00+00:00
55af2f9b,1560.0,-0.4,31.11,2021-07-03 01:24:00+00:00
28731623,4721.83,-16.82,152.46,2021-07-03 01:24:01+00:00
3193e230,-10.17,12768.07,0.56,2021-07-03 01:24:01+00:00
e6bcf7cf,1572.67,-37.92,52.33,2021-07-03 01:24:02+00:00
7da0acb7,-10.33,4336.51,99.73,2021-07-03 01:24:02+00:00
c18b6195,-9.67,262.19,10.16,2021-07-03 01:24:02+00:00
20abb173,1169.0,-7.08,-0.34,2021-07-03 01:24:03+00:00
f34b386a,-9.5,2006.35,-12.0,2021-07-03 01:24:04+00:00
f7f9ac09,9.33,667.88,3.29,2021-07-03 01:24:04+00:00
5fc96249,0.0,4048.67,4.29,2021-07-03 01:24:04+00:00
82c74b9e,692.5,-10.57,7.67,2021-07-03 01:24:05+00:00
b255f7ad,-9.17,,,2021-07-03 01:24:05+00:00
61bff705,-8.0,,,2021-07-03 01:24:06+00:00
619fd2b9,2179.0,,,2021-07-03 01:24:06+00:00
260f359a,18.0,554.49,17.97,2021-07-03 01:24:06+00:00
4faff963,1040.0,16.54,-9.09,2021-07-03 01:24:07+00:00
499a251d,-8.67,,,2021-07-03 01:24:08+00:00
dfc6fdf5,8.5,252.94,117.94,2021-07-03 01:24:09+00:00
64e1616f,0.0,664.57,27.05,2021-07-03 01:24:09+00:00
93c8a2c1,0.0,312.34,3.46,2021-07-03 01:24:10+00:00
eec02ec5,4386.67,0.54,-4.85,2021-07-03 01:24:10+00:00
90791ae9,,,,2021-07-03 01:24:10+00:00
49b6c0dd,0.0,745.02,-306.9,2021-07-03 01:24:11+00:00
d0926969,-1.83,,,2021-07-03 01:24:11+00:00
7435e9d3,414.0,14.77,62.35,2021-07-03 01:24:12+00:00
134a3fa6,645.67,-412.63,405.67,2021-07-03 01:25:13+00:00
8d9fed87,478.67,-28.12,27.13,2021-07-03 01:25:13+00:00
5688ed10,0.0,1742.63,6.3,2021-07-03 01:25:13+00:00
2b33a48d,,,,2021-07-03 01:25:14+00:00
07333ad0,-10.0,425.62,-5.34,2021-07-03 01:25:14+00:00
38c8ae33,810.0,1.96,178.39,2021-07-03 01:25:15+00:00
adc42b19,-10.0,255.18,75.03,2021-07-03 01:25:15+00:00
e9ba8cec,-2.67,915.47,-3.3,2021-07-03 01:25:16+00:00
e12c2148,-2.67,692.05,-1.22,2021-07-03 01:25:16+00:00
4b78aae6,1011.67,21.88,0.32,2021-07-03 01:25:17+00:00
e724ca65,2.83,-32.97,-293.72,2021-07-03 01:25:17+00:00
135433c1,2.83,1538.17,10.09,2021-07-03 01:25:17+00:00
90606897,378.0,27.09,-26.72,2021-07-03 01:25:18+00:00
02ebf5c7,471.0,6.56,-3.34,2021-07-03 01:25:18+00:00
c8eb2d3d,2047.67,-3.1,-3.12,2021-07-03 01:25:19+00:00
2b98cbdd,6.83,,,2021-07-03 01:25:19+00:00
39146e59,,2213.41,2.19,2021-07-03 01:25:20+00:00
55af2f9b,1726.67,6.96,31.07,2021-07-03 01:25:20+00:00
28731623,4854.5,11.53,139.29,2021-07-03 01:25:21+00:00
3193e230,-12.67,11037.98,0.22,2021-07-03 01:25:22+00:00
e6bcf7cf,1653.67,-26.95,42.0,2021-07-03 01:25:22+00:00
7da0acb7,-16.17,4453.81,93.3,2021-07-03 01:25:23+00:00
c18b6195,0.0,249.44,10.12,2021-07-03 01:25:24+00:00
20abb173,1158.0,-5.65,-0.31,2021-07-03 01:25:24+00:00
f34b386a,-4.0,4413.82,-12.42,2021-07-03 01:25:24+00:00
f7f9ac09,0.0,672.84,3.03,2021-07-03 01:25:25+00:00
5fc96249,4.17,4058.18,4.38,2021-07-03 01:25:25+00:00
82c74b9e,847.33,56.45,-8.51,2021-07-03 01:25:26+00:00
b255f7ad,0.0,,,2021-07-03 01:25:26+00:00
61bff705,1.0,,,2021-07-03 01:25:27+00:00
619fd2b9,,,,2021-07-03 01:25:27+00:00
260f359a,4.67,547.19,17.78,2021-07-03 01:25:28+00:00
4faff963,1408.67,40.09,-9.91,2021-07-03 01:25:28+00:00
499a251d,-4.67,,,2021-07-03 01:25:28+00:00
dfc6fdf5,-4.83,260.16,114.05,2021-07-03 01:25:29+00:00
64e1616f,0.0,665.34,24.85,2021-07-03 01:25:29+00:00
93c8a2c1,-5.0,293.11,3.16,2021-07-03 01:25:30+00:00
eec02ec5,4580.0,0.69,-2.65,2021-07-03 01:25:30+00:00
90791ae9,,,,2021-07-03 01:25:31+00:00
49b6c0dd,0.0,663.75,-393.8,2021-07-03 01:25:31+00:00
d0926969,-10.0,,,2021-07-03 01:25:31+00:00
7435e9d3,448.67,2.45,53.87,2021-07-03 01:25:32+00:00
134a3fa6,646.5,-307.93,312.14,2021-07-03 01:26:33+00:00
8d9fed87,493.5,-30.9,22.9,2021-07-03 01:26:33+00:00
5688ed10,0.0,1740.25,6.51,2021-07-03 01:26:34+00:00
2b33a48d,,,,2021-07-03 01:26:34+00:00
07333ad0,-4.33,384.01,-5.37,2021-07-03 01:26:34+00:00
38c8ae33,910.0,8.12,148.47,2021-07-03 01:26:35+00:00
adc42b19,-4.17,253.14,70.65,2021-07-03 01:26:35+00:00
e9ba8cec,8.0,917.02,-3.16,2021-07-03 01:26:36+00:00
e12c2148,-4.0,698.21,-1.31,2021-07-03 01:26:36+00:00
4b78aae6,989.33,-0.45,0.14,2021-07-03 01:26:37+00:00
e724ca65,3.83,-32.18,-353.95,2021-07-03 01:26:37+00:00
135433c1,3.83,1561.51,10.36,2021-07-03 01:26:37+00:00
90606897,362.67,27.16,-24.26,2021-07-03 01:26:38+00:00
02ebf5c7,456.33,6.69,-3.26,2021-07-03 01:26:38+00:00
c8eb2d3d,2032.5,-2.41,-3.01,2021-07-03 01:26:39+00:00
2b98cbdd,0.0,,,2021-07-03 01:26:39+00:00
39146e59,,3387.96,2.45,2021-07-03 01:26:40+00:00
55af2f9b,1706.67,18.77,8.28,2021-07-03 01:26:40+00:00
28731623,4920.0,-2.76,118.6,2021-07-03 01:26:40+00:00
3193e230,-6.83,11027.13,0.42,2021-07-03 01:26:41+00:00
e6bcf7cf,1660.0,-36.65,38.3,2021-07-03 01:26:41+00:00
7da0acb7,4.0,4454.95,90.87,2021-07-03 01:26:42+00:00
c18b6195,-7.0,431.69,10.26,2021-07-03 01:26:42+00:00
20abb173,1148.5,1.47,-0.29,2021-07-03 01:26:43+00:00
f34b386a,-17.17,7990.12,-13.28,2021-07-03 01:26:43+00:00
f7f9ac09,0.0,672.38,3.08,2021-07-03 01:26:43+00:00
5fc96249,2.67,4041.61,4.38,2021-07-03 01:26:44+00:00
82c74b9e,826.0,35.9,-2.24,2021-07-03 01:26:44+00:00
b255f7ad,0.0,,,2021-07-03 01:26:45+00:00
61bff705,-2.5,,,2021-07-03 01:26:45+00:00
619fd2b9,,6.54,-3.93,2021-07-03 01:26:45+00:00
260f359a,-5.33,593.68,17.86,2021-07-03 01:26:46+00:00
4faff963,1814.67,23.59,-11.21,2021-07-03 01:26:46+00:00
499a251d,5.67,,,2021-07-03 01:26:47+00:00
dfc6fdf5,-2.17,253.9,119.4,2021-07-03 01:26:47+00:00
64e1616f,-8.0,845.8,20.97,2021-07-03 01:26:48+00:00
93c8a2c1,-10.0,280.01,2.94,2021-07-03 01:26:48+00:00
eec02ec5,3740.0,0.14,-1.56,2021-07-03 01:26:48+00:00
90791ae9,,,,2021-07-03 01:26:49+00:00
49b6c0dd,-8.17,778.8,-316.13,2021-07-03 01:26:49+00:00
d0926969,-10.0,,,2021-07-03 01:26:50+00:00
7435e9d3,405.0,8.56,45.55,2021-07-03 01:26:50+00:00
134a3fa6,2318.83,-271.38,272.02,2021-07-03 01:27:37+00:00
8d9fed87,461.0,-21.0,18.2,2021-07-03 01:27:38+00:00
5688ed10,0.0,1749.9,6.41,2021-07-03 01:27:38+00:00
2b33a48d,,,,2021-07-03 01:27:38+00:00
07333ad0,6.5,352.58,-5.21,2021-07-03 01:27:39+00:00
38c8ae33,960.0,9.38,133.56,2021-07-03 01:27:39+00:00
adc42b19,0.0,246.42,69.41,2021-07-03 01:27:40+00:00
e9ba8cec,20.0,910.49,-3.15,2021-07-03 01:27:40+00:00
e12c2148,0.0,687.95,-1.34,2021-07-03 01:27:41+00:00
4b78aae6,1655.5,-6.68,-0.15,2021-07-03 01:27:41+00:00
e724ca65,0.0,-30.16,-360.0,2021-07-03 01:27:41+00:00
135433c1,-7.0,1595.75,10.3,2021-07-03 01:27:42+00:00
90606897,384.0,18.31,-24.05,2021-07-03 01:27:42+00:00
02ebf5c7,452.83,6.88,-3.08,2021-07-03 01:27:43+00:00
c8eb2d3d,2112.83,1.33,-2.92,2021-07-03 01:27:43+00:00
2b98cbdd,-7.17,,,2021-07-03 01:27:43+00:00
39146e59,,3107.67,2.29,2021-07-03 01:27:44+00:00
55af2f9b,1726.0,-2.31,5.68,2021-07-03 01:27:44+00:00
28731623,1982.5,64.26,103.49,2021-07-03 01:27:45+00:00
3193e230,-17.5,10977.73,0.23,2021-07-03 01:27:45+00:00
e6bcf7cf,1660.0,-41.87,31.93,2021-07-03 01:27:46+00:00
7da0acb7,10.0,4382.23,86.94,2021-07-03 01:27:46+00:00
c18b6195,-10.0,819.4,10.27,2021-07-03 01:27:46+00:00
20abb173,1132.17,7.58,-0.49,2021-07-03 01:27:47+00:00
f34b386a,4.0,7991.5,-13.21,2021-07-03 01:27:48+00:00
f7f9ac09,-8.0,676.07,3.0,2021-07-03 01:27:48+00:00
5fc96249,-8.0,4052.06,4.44,2021-07-03 01:27:48+00:00
82c74b9e,736.5,0.19,7.18,2021-07-03 01:27:49+00:00
b255f7ad,0.0,,,2021-07-03 01:27:49+00:00
61bff705,-8.33,,,2021-07-03 01:27:50+00:00
619fd2b9,,6.83,-3.75,2021-07-03 01:27:50+00:00
260f359a,-10.0,555.84,17.72,2021-07-03 01:27:50+00:00
4faff963,1113.0,35.19,-12.46,2021-07-03 01:27:51+00:00
499a251d,10.0,,,2021-07-03 01:27:51+00:00
dfc6fdf5,0.0,261.47,112.05,2021-07-03 01:27:52+00:00
64e1616f,-1.33,913.39,14.96,2021-07-03 01:27:52+00:00
